course_id,Course_Title,Course_URL,Platform,Language,Description,Skill,Level,Price_Model,monthly_price,Programming Instructor,Last Update,offering_type,Duration_Hours,Review_Count,Avg_Rating,enrolled_students,Best_Category
cd0632,Infrastructure Security,https://www.udacity.com/course/infrastructure-security--cd0632,Udacity,en-us,"In this course, you will be introduced to the industry best practices for security configurations and controls.","Access management, Cybersecurity risk management, It asset management, Vulnerability assessment, Firewall configuration, Cybersecurity framework implementation, Microservices security, Security auditing, Security information and event management, Credential management, Adversarial simulation, Public key certificate management, Vulnerability scanning, Backup strategy, Golden images, Vulnerability management, Ipv6 security, Vulnerability patching, Firewalls, Network segmentation, VPN, Nmap, Network access control lists, Tcp/ip, Disaster recovery plans, Network monitoring, Multi-factor authentication, Security patch management, Cybersecurity standards fluency, Microsoft domain isolation policy design, Remote access management, Web application firewalls, Mandatory access control, Role-Based Access Control, Wireshark, Perimeter security, Principle of least privilege, Virtual lan, Packet analysis, Access control models, Endpoint security, Threat mitigation, Cybersecurity segregation of duties, Logging",Intermediate,Subscription,12700,Rod Soto,2025-02-11 07:23:14.409000+00:00,single course,26 hours,0,0,0,Cyber Security
cd13161,Cloud for Modern Business,https://www.udacity.com/course/cloud-for-modern-business--cd13161,Udacity,en-us,"Perfect for beginners looking to build cloud fluency, this introductory course focuses on the basics of the cloud computing industry, key market leaders, and business use cases.","Hybrid cloud, Cloud computing fluency",Beginner,Subscription,12700,Justin Lee,2025-08-22 17:05:18.092000+00:00,single course,55 minutes,1,4,20,Cloud Computing
cd0375,Introduction to Neural Networks with TensorFlow,https://www.udacity.com/course/introduction-to-neural-networks-with-tensorflow--cd0375,Udacity,en-us,"Learn the fundamentals of neural networks with Python and TensorFlow, and then use your new skills to create your own image classifier—an application that will first train a deep learning model on a dataset of images and then use the trained model to classify new images.","Training neural networks, NumPy, Backpropagation, Overfitting prevention, Deep learning fluency, TensorFlow, AI algorithms in Python, Gradient descent",Intermediate,Subscription,12700,"Luis Serrano, PhD, Mat Leonard, Juan Delgado, Michael Virgo",2025-06-28 10:35:13.401000+00:00,single course,17 hours,0,0,0,Artificial Intelligence
cd0357,Designing Infrastructure and Managing Migration,https://www.udacity.com/course/designing-infrastructure-and-managing-migration--cd0357,Udacity,en-us,"In this course, you will go over the best practices for implementing High Availability within the Azure Cloud using different solutions. We will create a backup strategy/plan. We'll go through migrating on-premise resources into the Azure cloud with built-in tools. We will go over how to monitor and optimize migrated resources to ensure they are running at their optimum level using Azure Monitor and Advisor respectively. We will also go over how to use ARM Templates to automate the provisioning of resources using Infrastructure as code as well as enforcing an organization's policies and requirements automatically through Azure Policy and Azure Blueprint.","Azure resource manager, Cloud availability, Azure Load Balancing Services, Identity and access management fundamentals, Cloud blueprints, Azure site recovery, Azure blueprints, Cloud migration strategy, Azure virtual machine backup, Azure desired state configuration, Cloud design principles, Cloud migration, Azure migrate, Route based vpn, Cloud computing business context, Azure Network Security Groups, Disaster recovery plans",Advanced,Subscription,12700,Gary McLeary,2025-08-04 08:13:39.455000+00:00,single course,16 hours,0,0,0,Cloud Computing
cd12243,Discover Networks,https://www.udacity.com/course/discover-networks--cd12243,Udacity,en-us,"In this course, you will explore the fascinating field of networks, gain an understanding of network addressing and the fundamentals of the Internet.",Basic computer literacy,Beginner,Subscription,12700,"Rebecca Coutts, Valerie Scarlata",2024-05-16 14:51:59.856000+00:00,single course,8 hours,0,0,0,Networking
cd0289,Analyzing Security Threats,https://www.udacity.com/course/analyzing-security-threats--cd0289,Udacity,en-us,"Refine your ability to identify and mitigate security risks. Study the cyber landscape, mitigate OWASP Top 10 risks, and create actionable threat models to protect organizations from critical security challenges.","Threat actors, Internal threat mitigation, Cybersecurity fluency, Owasp top-10, Cybersecurity ttps, Patch management, External threat mitigation, Threat modeling",Intermediate,Subscription,12700,Milind Adari,2025-10-07 14:47:39.282000+00:00,single course,10 hours,0,0,0,Cyber Security
cd13639,Building a Workflow for AI,https://www.udacity.com/course/building-a-workflow-for-ai--cd13639,Udacity,en-us,"Refine your skills in AI-based trading by mastering key machine learning techniques such as reinforcement learning, supervised and unsupervised learning. Develop and backtest trading models using real financial data.","Trading signals, Reinforcement learning fundamentals, Basic supervised machine learning, Basic unsupervised learning",Intermediate,Subscription,12700,"Metin Akyol, PhD",2025-12-04 17:32:44.788000+00:00,single course,13 hours,1,5,42,Artificial Intelligence
nd903,Agentic AI for Life Sciences,https://www.udacity.com/course/agentic-ai-for-life-sciences--nd903,Udacity,en-us,"This Nanodegree is designed for learners with a life sciences background who want to master the technical skills of agentic AI engineering, or for those with a software development background who want to extend their skills to agentic approaches to life sciences problems. You will learn to automate research workflows, analyze biomedical data, and build multi-agent systems with an understanding of the regulatory and ethical landscape of the life sciences industry.","Multi-Agent RAG Concepts, Multi-Agent Agent Orchestration Concepts, Implementing Multi-Agent RAG, Multi-Agent System Design, Implementing Multi-Agent Orchestration, Multi-Agent Routing Concepts, Multi-Agent Systems, Implementing Multi-Agent Routing, Multi-Agent Implementation, Multi-Agent State Coordination Concepts, Implementing Multi-Agent State Management, Multi-Agent State Management Concepts, Implementing Multi-Agent State Coordination, Implementing Long-term Memory Management for AI Agents, Implementing Web Search Integration and Data Retrieval for AI Agents, Implementing Agent Tool Use, LLM Structured Outputs, Agent Tool Use, Implementing LLM Structured Outputs, Implementing State Management for AI Agents, Single-Agent Retrieval Augmented Generation, API Integration for Agents, Agent Memory Design, Long-term Memory Management for AI Agents, Implementing Database Interaction for AI Agents, Implementing AI Agent Evaluation, Implementing Agent Memory, State Management for AI Agents, Web Search Integration & Data Retrieval for AI Agents, Implementing API Integration for Agents, Database Interaction for AI Agents, Implementing Single-agent RAG, Evaluating AI Agents, Agentic Iterative Refinement Workflow Design, Implementing Sequential Task Prompt Chain Workflows, Agentic Task Routing Design, Agentic Task Routing, Implementing Agentic Workflows, Agentic Workflow Design & Visualization, Implementing Reflective AI Workflows, Implementing Parallel Agent Workflows, Agent Orchestration Design, Implementing Agent Orchestration, Sequential Task Decomposition for Prompt Chaining, Agentic Parallel Workflow Design, Persona-Based Prompt Design, CoT and ReAct, AI Transparency, Iterative Prompt Development, Agentic Reasoning Frameworks, Implementing Role-Based Prompting, Implementing Prompt Chains, AI Governance, Systematic Prompt Refinement, Prompt Chain Design, Data privacy fundamentals, Feedback Loop Design, Implementing Feedback Loops",Intermediate,Subscription,12700,"Tamas Madl, Ahmad Abboud, Brian Cruz, Peter Kowalchuk, Henrique Santana, Christopher Agostino",2026-02-24 20:28:13.307000+00:00,Nanodegree,48 hours,0,0,0,Artificial Intelligence
cd0044,Concept to Low-Fidelity Prototyping,https://www.udacity.com/course/concept-to-low-fidelity-prototyping--cd0044,Udacity,en-us,"The best products have gone through rounds of iteration based on user research and feedback. Learn the process of a design sprint, and how to translate findings from research into a prototype that can be tested with users. Understand how to foster team collaboration and use divergent and convergent thinking to rapidly create testable prototypes. Apply user interface principles in the design of a clickable prototype, and conduct a usability test to gain valuable feedback from users that can be used in design iterations.","Minimal viable products, Guerilla design sprints, User-friendly visual design, Accessible user experience design, Product prototyping, Feature prioritization, Ui kits and plugins, Low fidelity prototypes, Feedback loops, Usability testing, Ideation, Double diamond design model, Ui design, Iterative product design, Clickable prototypes, Qualitative data analysis, How might we method, Customer journey maps, Stakeholder management, High fidelity prototypes",Beginner,Subscription,12700,Gabriel Ruttner,2025-12-01 13:43:34.410000+00:00,single course,15 hours,0,0,0,UI/UX Design
cd13100,iOS User Interfaces with Swift UI,https://www.udacity.com/course/iOS-user-interfaces-with-swift--cd13100,Udacity,en-us,"In this course you will start using SwiftUI and Xcode to develop user interfaces for iOS!  You'll start by learning the fundamentals of UI design and explore the common design patters in iOS apps. Next, you'll install Xcode on your local machine and start creating views and hierarchies. You'll learn how interaction works in iOS apps deploy interactive components including buttons, forms, gestures and animations. After that, you'll take a deep dive into app navigation using stack navigation, tab navigation, and split view navigation.  The course will conclude with a fun project where you'll create an event countdown app.","iOS View Hierarchy, iOS Tab Navigation, iOS Animations, Xcode ide basics, iOS Stack Navigation, iOS UI Development, Uiviews, iOS Affordances, Ui design, iOS SplitView Navigation, iOS Gestures",Intermediate,Subscription,12700,Not Listed,2025-09-16 12:54:41.405000+00:00,single course,16 hours,1,5,25,Mobile Development
cd13581,Bespoke Datasets for Multimodal AI Products,https://www.udacity.com/course/bespoke-datasets-for-multimodal-AI-products--cd13581,Udacity,en-us,"This course is for product managers who want to build AI products that include multimodal data such as text, video, and audio. Leveraging existing data for AI applications is a great way to get started, but bespoke datasets can offer improved accuracy, domain specificity, and, ultimately, a competitive advantage. The course starts with an overview of supervised machine learning techniques, computer vision—the technology that allows computers to ""see""—and how computer vision and supervised ML can be combined. Then, you'll learn more about how to create bespoke datasets for computer vision and other applications, and conclude with a walkthrough of the key stakeholders involved in AI product development. In the project, you'll develop a roadmap for an AI-powered video creation app.","Dataset annotation, Rice framework, Model performance metrics, Computer vision business context, Stakeholder management, Product roadmaps",Intermediate,Subscription,12700,"Justin Leung, Kirubel Tesfaye, Brad Nemer",2025-08-03 21:13:24.936000+00:00,single course,6 hours,0,0,0,Artificial Intelligence
cd0391,Enterprise Perimeter and Network Security,https://www.udacity.com/course/enterprise-perimeter-and-network-security--cd0391,Udacity,en-us,Refine your network security expertise by designing scalable architectures in Azure. Apply Zero Trust principles and configure SIEM monitoring to strengthen enterprise defenses and detect vulnerabilities proactively.,"Zero trust security model, Secure network architecture design, Security information and event management, Soar platforms, Ioc management, Cybersecurity incident response playbooks, Sabsa framework, Did framework, Network segmentation, Azure architecture, Network topologies, It continuous monitoring, Security devices, Network security with Azure, VPN",Beginner,Subscription,12700,Milind Adari,2026-04-02 09:23:03.113000+00:00,single course,20 hours,0,0,0,Cloud Computing
cd0427,Web Development Fundamentals,https://www.udacity.com/course/web-development-fundamentals--cd0427,Udacity,en-us,"In this course, you’ll obtain the knowledge and skills to start building professional web pages. You'll learn modern best practices and coding standards for content and page styling with HTML and CSS, as well as responsive layouts, Flexbox, and CSS Grid. With these skills, you'll create a business landing page that meets modern responsiveness and semantic standards.","Flexbox, Code debugging, HTML, Responsive web design, Ides, Website layout, CSS",Intermediate,Subscription,12700,Eric Kovalevskyy,2025-10-16 20:34:38.401000+00:00,single course,11 hours,0,0,0,Web Development
cd14627,Design Resilient Architectures on AWS,https://www.udacity.com/course/design-resilient-architectures-on-aws--cd14627,Udacity,en-us,"Learn to design scalable, highly available, and fault-tolerant architectures on AWS. This course covers stateless design, decoupling with messaging services, failover strategies, and disaster recovery. Learners will also apply resilience techniques to serverless and containerized workloads using Lambda and ECS with hands-on labs and real-world simulations.","AWS API Gateway, AWS autoscaling, AWS config, Multi-AZ Database Replication with RDS and Aurora, Containerized Resilience with ECS and Fargate, AWS Load Balancing for Containers, AWS Containerization and Orchestration, AWS Fault Tolerance, Graceful Degradation and Chaos Engineering in AWS, AWS Backup and Data Recovery Design, AWS Step Functions, AWS Disaster Recovery, AWS Health, AWS Load Balancing, AWS Messaging and Queueing, Disaster Recovery Testing and Validation in AWS, AWS Cloudfront",Intermediate,Subscription,12700,Joseph Nicolls,2026-04-27 06:59:49.021000+00:00,single course,13 hours,0,0,0,Cloud Computing
cd0395,Enterprise Identity and Access Control,https://www.udacity.com/course/enterprise-identity-and-access-control--cd0395,Udacity,en-us,"Master enterprise-level identity and access management in AWS through practical IAM policy design, role structuring, and access modeling to enhance organizational security, governance, and compliance.","Access control matrices, Cloud security in AWS, AWS config, Iam roles, Principle of least privilege, Iam policies, Access control models, Iam restrictions, Attribute-based access control, Role-Based Access Control",Intermediate,Subscription,12700,Sjon-Paul Brown,2026-03-16 17:51:56.040000+00:00,single course,21 hours,0,0,0,Cloud Computing
cd13649,Preparing for Data Analysis,https://www.udacity.com/course/preparing-for-data-analysis--cd13649,Udacity,en-us,"Refine your approach to data preparation. Dive into reprocessing techniques, feature engineering strategies, and exploratory analysis with Pandas, matplotlib, and Plotly to uncover insights and enhance machine learning outcomes.","Data cleaning, Data pre-processing, Exploratory data analysis",Intermediate,Subscription,12700,Lara Kattan,2026-03-26 14:45:59.591000+00:00,single course,17 hours,0,0,0,Data Analytics
cd1899,Planning for High Availability and Incident Response,https://www.udacity.com/course/planning-for-high-availability-and-incident-response--cd1899,Udacity,en-us,"In this course, we will look at how SREs view availability and reliability for their infrastructure. We'll learn how to create effective monitoring using SLOs and SLIs. We will create dashboards in Grafana. Next, we'll identify all our IT assets, ensure they are configured for high availability. And then we will craft a disaster recovery plan to make sure failover is seamless and automated. After that, we'll deploy the infrastructure to AWS using Terraform. We'll learn the benefits of infrastructure as code. We'll see how easy it is to deploy to multiple regions. Finally, we'll learn how to make databases highly available and disaster recovery ready. We'll look at recovery strategies and implement them in AWS via Terraform.","Data recovery, Terraform, Prometheus, Data replication, Service level objectives, Cloud availability, Disaster recovery plans, Database backup automation, Database geo-replication, It asset inventories, Log shipping, Service level indicators, It asset consolidation, Service level metrics, Regional cloud asset deployment, Cloud asset deployment, Service level dashboards, Grafana",Intermediate,Subscription,12700,Travis Scotto,2025-04-01 12:40:51.799000+00:00,single course,16 hours,0,0,0,Cloud Computing
cd14129,API Development and Documentation using Go,https://www.udacity.com/course/api-development-and-documentation-using-go--cd14129,Udacity,en-us,"Gain hands-on experience building high-performance APIs in Go. Explore RESTful design, middleware, concurrency, and documentation best practices while creating and optimizing a real-world inventory management API.","API configuration, Functional programming concepts, Go Structs, API management, API deployment",Intermediate,Subscription,12700,Andrew Wong,2025-12-04 16:15:41.856000+00:00,single course,8 hours,0,0,0,Other
cd0461,Building Computer Vision Solutions with Azure,https://www.udacity.com/course/building-computer-vision-solutions-with-azure--cd0461,Udacity,en-us,"This course is designed for anyone who would like to use computer vision technology in their application to solve a business problem. You will begin by learning what computer vision is and its business use cases through real-life business use cases. You will then learn to create solutions using different types of vision-based Azure Cognitive Services, including Azure Form Recognizer for text extraction, Azure Face and Video Analyzer for facial detection and recognition, and Azure Computer Vision and Custom Vision for image classification and object detection. Finally, you will learn and apply the deployment and monitoring tools to ensure that your solution is complete and runs smoothly.","Azure form recognizer, Facial recognition, Form recognition, Object detection, Face detection, Bounding boxes, Image classification, Azure video analyzer, Azure model and data deletion, Optical character recognition, Face landmarks and attributes, Azure model and data export, Role-Based Access Control, Model deployment with Azure, Data science fluency, Application monitoring with Azure, Computer vision business context, Azure cognitive services",Advanced,Subscription,12700,Avkash Chauhan,2024-09-30 11:09:25.381000+00:00,single course,28 hours,0,0,0,Other
cd13641,Evaluating Returns and Backtesting,https://www.udacity.com/course/evaluating-returns-and-backtesting--cd13641,Udacity,en-us,"This course will advance learners' abilities to construct and backtest strategies. The curriculum emphasizes a deep understanding of key performance metrics—such as annualized returns, volatility, and various risk-adjusted ratios—to critically evaluate the effectiveness of trading strategies. Additionally, learners will enhance their skills in visualizing strategy performance through advanced graphical representations. By mastering the implementation and rigorous evaluation of trading models, students will be well-equipped to optimize strategies and ensure robust performance in the  world of capital markets.","Finance metrics, Financial analysis with AI, Backtesting",Intermediate,Subscription,12700,Alexandre Landi,2025-09-29 18:47:53.223000+00:00,single course,13 hours,1,4,41,Other
cd14628,Design High-Performing Architectures on AWS,https://www.udacity.com/course/design-high-performing-architectures-on-aws--cd14628,Udacity,en-us,"This course helps learners design scalable and high-performing architectures using AWS compute, storage, network, and database services. Through real-world examples and hands-on exercises, students explore optimal storage types, compute patterns, high-performance databases, and efficient data ingestion pipelines, while building resilient, scalable systems that align with business goals.","AWS High-Performance Database Architecture, AWS autoscaling, AWS Network Performance, AWS Containerization and Orchestration, AWS Data Ingestion, AWS Storage Architecture Design, Hybrid cloud, AWS Caching Strategies, AWS Storage Performance Optimization, AWS Capacity Planning, AWS Hybrid Storage Patterns",Intermediate,Subscription,12700,George Sawyer,2026-04-27 06:59:55.658000+00:00,single course,14 hours,1,4,44,Cloud Computing
cd13652,Optimizing AI Strategies,https://www.udacity.com/course/optimizing-ai-strategies--cd13652,Udacity,en-us,"This course covers various aspects of improving AI models. Topics include introduction to model optimization, hyperparameter tuning, regularization techniques, evaluating and optimizing strategies, and deployment considerations. Students will learn how to monitor, evaluate and enhance model performance, prevent overfitting, and apply techniques for real-world scenarios.","Model drift, Automated plan optimization, Hyperparameter tuning, Data pre-processing",Intermediate,Subscription,12700,Farid Taba,2025-09-29 18:21:09.922000+00:00,single course,17 hours,0,0,0,Machine Learning
cd0380,Communicating with Natural Language,https://www.udacity.com/course/communicating-with-natural-language--cd0380,Udacity,en-us,Learn voice user interface techniques that turn speech into text and vice versa. Build a speech recognition model using deep neural networks.,"Alexa skill creation, Voice user interfaces, Alexa skill deployment, Feature extraction, Speech recognition",Advanced,Subscription,12700,"Dana Sheahan, Luis Serrano, PhD",2024-06-19 09:56:35.409000+00:00,single course,16 hours,0,0,0,Artificial Intelligence
cd0397,"Incident Response and Business Continuity Architecture Planning, Design and Implementation",https://www.udacity.com/course/incident-response-and-business-continuity-architecture-planning-design-and-implementation--cd0397,Udacity,en-us,"In this course, you'll learn how to plan and implement incident response and business continuity in a cloud environment.","Cybersecurity incident response playbooks, Cybersecurity alerts, Business continuity planning for cloud, It asset inventories, Cybersecurity incident containment, Business continuity playbooks, Incident response planning for cloud, Cybersecurity incident response automation, Cloud asset isolation, Business continuity automation, Logging",Intermediate,Subscription,12700,William O. Ferguson,2026-03-16 17:52:15.219000+00:00,single course,12 hours,0,0,0,Cloud Computing
cd12640,Hypothesis Testing,https://www.udacity.com/course/hypothesis-testing--cd12640,Udacity,en-us,"Hypothesis testing is one of the most important topics in all of statistics because it tells us whether our conclusions are statistically significant. In this course, you will learn about the fundamental role statistics plays in hypothesis testing as well as how to implement statistical concepts in Python.","Normal distribution, A/B testing, Experiment design, Statistical sampling, Pandas, Inferential statistics, Interpreting test results",Intermediate,Subscription,12700,"Sebastian Thrun, Josh Bernhard",2025-10-30 11:42:25.911000+00:00,single course,21 hours,0,0,0,Data Analytics
cd0463,Knowledge Mining With Azure AI Search,https://www.udacity.com/course/knowledge-mining-with-azure-cognitive-search--cd0463,Udacity,en-us,"In this course, you'll learn how to build end-to-end solutions with Azure Cognitive Search.  You'll learn how to import data into Cognitive Search, enrich data using built-in and custom skills, and consume data from Cognitive Search in your applications.","Azure cognitive search, Azure cognitive search data import, Azure cognitive search indexers, Azure cognitive search queries, Search applications business context, Application monitoring with Azure, Requirements gathering",Advanced,Subscription,12700,Matt Swaffer,2025-10-27 13:10:33.831000+00:00,single course,13 hours,1,5,23,Other
cd14106,"CSS Techniques, Tooling, and Web Accessibility",https://www.udacity.com/course/css-techniques-tooling-and-web-accessibility--cd14106,Udacity,en-us,"This course equips learners with advanced CSS skills, including modern techniques, preprocessors, and scalable CSS architecture. It emphasizes building accessible web experiences and culminates in a hands-on project to create a professional portfolio site.","HTML, Flexbox, Code debugging, HTML and CSS, CSS, Responsive web design",Beginner,Subscription,12700,"Darshana Sen, Ixius Procopios, Eric Kovalevskyy",2025-10-17 08:12:19.116000+00:00,single course,10 hours,0,0,0,Web Development
cd0349,Adversarial Search,https://www.udacity.com/course/adversarial-search--cd0349,Udacity,en-us,Learn how to search in multi-agent environments (including decision making in competitive environments) using the minimax theorem from game theory. Then build an agent that can play games better than any human.,"Minimax search, State space search, Multi-agent training",Advanced,Subscription,12700,Thad Starner,2025-12-23 07:00:07.327000+00:00,single course,5 hours,1,4,24,Artificial Intelligence
cd13309,Introduction to Next Gen Connectivity,https://www.udacity.com/course/intro-to-next-gen-connectivity--cd13309,Udacity,en-us,"Connectivity is an essential part of our world. In this course, you will learn the basics of cellular networks, including their main components and overall architecture. You will also learn about the 5G landscape and some of what it takes to implement a wireless solution.",5G Fluency,Fluency,Subscription,12700,Gerald Karam,2023-12-29 21:18:11.713000+00:00,single course,2 hours,0,0,0,Other
cd13808,Designing AWS Architecture for Workloads,https://www.udacity.com/course/designing-aws-architecture-for-workloads--cd13808,Udacity,en-us,"The course 'Designing AWS Architecture for Workloads' covers the essential lessons of selecting architecture, migrating workloads, determining new architecture for existing workloads, and creating infrastructure for analytics workloads. Students will learn how to design and implement AWS architecture tailored to various workloads, making informed decisions to optimize performance and efficiency.","Cloud architecture model types, Cloud migration strategy, Hybrid cloud workload deployment, Amazon Web Services, Cloud migration, Cloud architecture",Intermediate,Subscription,12700,Jonathan Dyer,2026-05-04 07:18:15.064000+00:00,single course,11 hours,0,0,0,Cloud Computing
cd12764,Game Development Essentials,https://www.udacity.com/course/game-development-essentials--cd12764,Udacity,en-us,"Open up exciting game development possibilities by studying technical and creative skills. This course breaks down game development principles, game engines, and project planning for a solid foundation in game design.","Unity, Game Design, C# Basics, Game Development",Beginner,Subscription,12700,Samuel Asher Rivello,2025-05-14 22:29:11.455000+00:00,single course,11 hours,0,0,0,Programming
cd0373,Value-Based Methods,https://www.udacity.com/course/value-based-methods--cd0373,Udacity,en-us,Combine cutting-edge reinforcement learning techniques with deep learning architectures. Use Q-networks and experience replay to train agents capable of navigating and adapting to real-time environments.,"Value-based reinforcement learning, Prioritized experience replay, Deep q-networks, Double deep q-networks, Dueling deep q-networks",Advanced,Subscription,12700,"Dana Sheahen, Arpan Chakraborty, Kelvin Lwin",2025-08-13 14:36:14.966000+00:00,single course,10 hours,0,0,0,Other
cd14688,Multi-Agent AI Systems for Financial Services,https://www.udacity.com/course/multi-agent-ai-systems-for-financial-services--cd14688,Udacity,en-us,"Master the architecture of Multi-Agent AI for finance. You will move beyond simple chatbots to build specialized agent teams that collaborate on high-stakes workflows like OTC trading. Using Python and PydanticAI, you will learn to implement orchestration, intelligent routing, and persistent state management to create immutable audit trails. You will master the critical balance of blending non-deterministic AI reasoning with deterministic compliance logic. In the course project, ""Agentic Alpha,"" you will architect a fully functional, autonomous trading system that analyzes markets, calculates risk, and enforces regulatory rules in real-time.","Multi-Agent System Design, Agentic Integration, Multi-Agent State Management Concepts, Multi-Agent Systems, Multi-Agent State Coordination Concepts, Multi-Agent Implementation, Implementing Multi-Agent State Management, Implementing Multi-Agent Orchestration, Implementing Multi-Agent State Coordination, Multi-Agent Agent Orchestration Concepts, Implementing Multi-Agent Routing, Implementing Multi-Agent RAG, Multi-Agent Routing Concepts, Multi-Agent RAG Concepts",Intermediate,Subscription,12700,"David Pazmino, Christopher Agostino",2026-01-05 09:34:54.487000+00:00,single course,14 hours,0,0,0,Other
cd14687,Building AI Agents for Financial Services,https://www.udacity.com/course/building-ai-agents-for-financial-services--cd14687,Udacity,en-us,"This course equips you with the skills to design and implement AI agents tailored to the financial sector. Beginning with an introduction to AI agents, you will explore extending agents with tools, structured outputs, and state management. The course emphasizes practical programming in Python, covering agent memory, API integrations, and database interactions. Key concepts include short-term and long-term memory management, Agentic Retrieval Augmented Generation (RAG), and agent evaluation techniques. At the end of this course, you will apply your knowledge in a project, creating a comprehensive FinTool Analyst AI agent that synthesizes course principles.","Implementing Single-agent RAG, Evaluating AI Agents, Implementing Long-term Memory Management for AI Agents, Implementing Database Interaction for AI Agents, Implementing AI Agent Evaluation, Web Search Integration & Data Retrieval for AI Agents, LLM Structured Outputs, Agent Tool Use, Agent Memory Design, Database Interaction for AI Agents, Single-Agent Retrieval Augmented Generation, Implementing API Integration for Agents, Implementing Agent Tool Use, API Integration for Agents, Implementing Web Search Integration and Data Retrieval for AI Agents, Long-term Memory Management for AI Agents, State Management for AI Agents, Implementing Agent Memory, Implementing LLM Structured Outputs, Implementing State Management for AI Agents",Intermediate,Subscription,12700,"Sohbet Dovranov, Henrique Santana",2026-04-21 11:13:27.015000+00:00,single course,22 hours,0,0,0,Other
cd13282,Blockchain With Solidity,https://www.udacity.com/course/blockchain-with-solidity--cd13282,Udacity,en-us,"This introductory Solidity course covers essential topics for aspiring blockchain developers. It empowers you with the knowledge and skills needed to create smart contracts. You will learn to write your first Solidity smart contract, explore design patterns and dApp interactions, use Hardhat for testing, and take smart contracts to production. The final project involves developing a collateralized loan smart contract. By the end of the course, you will be equipped with the knowledge and skills necessary to excel in the field of blockchain development.","Hardhat, Smart contracts, Solidity, Testnets",Intermediate,Subscription,12700,"Mohammad Salim, Sushmita R.",2025-02-13 15:35:16.668000+00:00,single course,14 hours,0,0,0,Other
cd13725,Google Analytics 4 Essentials,https://www.udacity.com/course/google-analytics-four-essentials--cd13725,Udacity,en-us,"Explore Google Analytics 4 and learn the new features and functionalities. Students will learn about setting up a GA4 account, exploring reports, and defining key events for effective data analysis. The course covers user acquisition, engagement, and retention strategies, as well as building custom reports using Data Studio. Participants will also gain hands-on experience with event tracking, user attributes, and access management in GA4.","Lifetime value, Filtering in google analytics, Google Analytics Event Management, Data Analysis Awareness, Google analytics user management",Beginner,Subscription,12700,"Michael Yang, Kedar Kodgire, Adan Ortiz",2025-10-14 18:32:30.397000+00:00,single course,9 hours,0,0,0,Data Analytics
cd14705,Agentic AI Workflows with Microsoft Azure,https://www.udacity.com/course/agentic-ai-workflows-with-microsoft-azure--cd14705,Udacity,en-us,"This course offers a comprehensive exploration of advanced workflow implementations using Azure's capabilities. Beginning with foundational concepts, you will learn about practical applications such as implementing agentic workflows using the Semantic Kernel, utilizing prompt chaining for enhanced interactions, and applying routing workflows for efficient task management. Additional focus will be on parallelization techniques with Python, as well as developing evaluator-optimizer workflows to refine results. Finally, you will learn about the orchestrator-workers pattern for seamless workflow coordination and leverage AgentQuant for insightful data analysis.","Implementing Agent Orchestration, Sequential Task Decomposition for Prompt Chaining, Agentic Iterative Refinement Workflow Design, Implementing Sequential Task Prompt Chain Workflows, Agentic Task Routing Design, Agentic Task Routing, Implementing Reflective AI Workflows, Implementing Agentic Workflows, Agentic Workflow Design & Visualization, Agentic Parallel Workflow Design, Implementing Parallel Agent Workflows, Agent Orchestration Design",Intermediate,Subscription,12700,Peter Kowalchuk,2025-12-04 20:02:07.387000+00:00,single course,15 hours,1,5,20,Other
cd13384,Next Generation Data Management: User Models and Suprasystems,https://www.udacity.com/course/next-generation-data-management--cd13384,Udacity,en-us,"Learn about the next generation of data management, including advanced techniques for modeling data effectively, model design, interoperability, and the universal architecture of data systems.","Data modeling, Data definition, Master data management",Beginner,Subscription,12700,Mark Brady,2024-01-30 17:04:20.462000+00:00,single course,3 hours,0,0,0,Data Science
cd14674,Manage Azure Virtual Networking,https://www.udacity.com/course/manage-azure-virtual-networking--cd14674,Udacity,en-us,"Design and manage secure, scalable Azure virtual networks. Configure VNets, subnets, peering, public IPs, routing, and name resolution. Implement secure access with NSGs, ASGs, Bastion, and endpoints. Configure DNS and load balancing for multi-tier apps. Apply skills in a real-world architecture project to build and optimize production-ready Azure network environments.","Azure Network Security Groups, Azure DNS, Azure Private Connectivity, Azure Virtual Networks, Azure Load Balancing Services, Azure bastion",Intermediate,Subscription,12700,Jean-Sébastien Padoan,2026-03-23 23:35:07.539000+00:00,single course,16 hours,0,0,0,Cloud Computing
cd0390,Managing Freelancing Projects,https://www.udacity.com/course/managing-freelancing-projects--cd0390,Udacity,en-us,"Prepare to manage freelancing projects effectively. This beginner-friendly course covers sourcing, contracts, project planning, communication, and payment, equipping you to thrive as a freelancer or project manager.","Stakeholder management, Invoicing, Freelancing platforms, Project scoping, Expressions of interest, Service agreements, Non-disclosure agreements, Freelance pricing frameworks, Project management, Trello",Beginner,Subscription,12700,Anupam Jain,2025-10-08 13:02:10.726000+00:00,single course,16 hours,0,0,0,Business & Management
